"instance" "vertices" "strategy" "iterations" "guards" "preProcTime(s)" "procTime(s)" "totalTime(s)"
"randsimple-2000-21" 2000 "Single Vertex" 36 290 422.95 275.73 698.68
"randsimple-2000-5" 2000 "Single Vertex" 50 272 413.71 234.43 648.13
"randsimple-2000-14" 2000 "Single Vertex" 52 281 422.73 324.74 747.47
"randsimple-2000-24" 2000 "Single Vertex" 60 269 421.47 363.76 785.23
"randsimple-2000-7" 2000 "Single Vertex" 41 273 416.89 284.96 701.85
"randsimple-2000-3" 2000 "Single Vertex" 38 276 417.76 189.31 607.07
"randsimple-2000-20" 2000 "Single Vertex" 57 275 428.61 300.21 728.82
"randsimple-2000-8" 2000 "Single Vertex" 47 257 421.17 232.23 653.4
"randsimple-2000-28" 2000 "Single Vertex" 58 274 424.67 297.18 721.85
"randsimple-2000-29" 2000 "Single Vertex" 52 281 423.08 315.17 738.25
"randsimple-2000-13" 2000 "Single Vertex" 55 273 420.68 238.08 658.76
"randsimple-2000-26" 2000 "Single Vertex" 42 272 416.81 258.53 675.34
"randsimple-2000-12" 2000 "Single Vertex" 49 278 419.22 262.4 681.62
"randsimple-2000-4" 2000 "Single Vertex" 45 277 418.65 262.11 680.76
"randsimple-2000-25" 2000 "Single Vertex" 49 279 417.27 313.73 731
"randsimple-2000-17" 2000 "Single Vertex" 54 278 415.81 384.1 799.91
"randsimple-2000-1" 2000 "Single Vertex" 38 283 418.26 231.27 649.53
"randsimple-2000-23" 2000 "Single Vertex" 31 270 418.27 173.31 591.58
"randsimple-2000-6" 2000 "Single Vertex" 61 279 418.62 319.76 738.39
"randsimple-2000-18" 2000 "Single Vertex" 68 284 423.03 377.05 800.07
"randsimple-2000-30" 2000 "Single Vertex" 60 261 424.72 226.12 650.84
"randsimple-2000-19" 2000 "Single Vertex" 57 268 421.48 277.95 699.42
"randsimple-2000-9" 2000 "Single Vertex" 38 293 432.49 281.04 713.53
"randsimple-2250-7" 2250 "All Vertices" 9 301 582.92 153.3 736.22
"randsimple-2250-23" 2250 "All Vertices" 11 304 581.96 180.11 762.08
"randsimple-2250-21" 2250 "All Vertices" 10 313 572.93 174.09 747.02
"randsimple-2250-28" 2250 "All Vertices" 7 312 579.84 118.64 698.48
"randsimple-2250-24" 2250 "All Vertices" 9 301 575.4 147.29 722.69
"randsimple-2250-14" 2250 "All Vertices" 7 301 575.04 113.25 688.29
"randsimple-2250-18" 2250 "All Vertices" 6 313 575.5 100.56 676.05
"randsimple-2250-27" 2250 "All Vertices" 7 310 573.85 117.64 691.49
"randsimple-2250-29" 2250 "All Vertices" 7 309 579.24 118.78 698.02
"randsimple-2250-11" 2250 "All Vertices" 7 312 577.98 120.09 698.08
"randsimple-2250-9" 2250 "All Vertices" 8 312 577.63 144.75 722.38
"randsimple-2250-6" 2250 "All Vertices" 10 306 581.64 170 751.64
"randsimple-2250-12" 2250 "All Vertices" 6 300 582 98.01 680
"randsimple-2250-17" 2250 "All Vertices" 9 307 571.47 155.53 727
"randsimple-2250-10" 2250 "All Vertices" 8 307 576.6 133.91 710.51
"randsimple-2250-26" 2250 "All Vertices" 7 317 591.08 118.83 709.91
"randsimple-2250-3" 2250 "All Vertices" 6 304 566.51 99.35 665.85
"randsimple-2250-19" 2250 "All Vertices" 14 305 576.94 244.1 821.04
"randsimple-2250-8" 2250 "All Vertices" 8 307 581 131.5 712.5
"randsimple-2250-20" 2250 "All Vertices" 10 304 579.55 168.89 748.44
"randsimple-2250-4" 2250 "All Vertices" 10 319 582.14 174.75 756.89
"randsimple-2250-25" 2250 "All Vertices" 6 305 573.26 96.68 669.95
"randsimple-2250-1" 2250 "All Vertices" 9 307 574.98 152.83 727.81
"randsimple-2250-13" 2250 "All Vertices" 7 308 575.55 118.53 694.08
"randsimple-2250-15" 2250 "All Vertices" 6 309 575.33 101.41 676.75
"randsimple-2250-22" 2250 "All Vertices" 6 312 575.35 106.88 682.23
"randsimple-2250-5" 2250 "All Vertices" 6 317 571.22 101.89 673.11
"randsimple-2250-16" 2250 "All Vertices" 9 311 582.13 163.15 745.28
"randsimple-2250-2" 2250 "All Vertices" 8 312 575.64 134.68 710.32
"randsimple-2250-30" 2250 "All Vertices" 11 310 596.47 190.65 787.12
"randsimple-2250-26" 2250 "Convex Vertices" 8 317 573.07 133.23 706.3
"randsimple-2250-1" 2250 "Convex Vertices" 7 307 570.09 116.2 686.29
"randsimple-2250-20" 2250 "Convex Vertices" 6 304 574.18 97.11 671.29
"randsimple-2250-29" 2250 "Convex Vertices" 8 309 573.69 133.96 707.65
"randsimple-2250-19" 2250 "Convex Vertices" 9 305 571.6 151.61 723.22
"randsimple-2250-21" 2250 "Convex Vertices" 9 313 569.46 153.66 723.12
"randsimple-2250-14" 2250 "Convex Vertices" 7 301 570.8 110.47 681.26
"randsimple-2250-24" 2250 "Convex Vertices" 8 301 573.82 129.21 703.03
"randsimple-2250-9" 2250 "Convex Vertices" 11 312 572.77 197.67 770.44
"randsimple-2250-22" 2250 "Convex Vertices" 10 312 570.77 174.22 745
"randsimple-2250-7" 2250 "Convex Vertices" 8 301 578.54 132.12 710.66
"randsimple-2250-17" 2250 "Convex Vertices" 9 307 567.44 150.6 718.05
"randsimple-2250-12" 2250 "Convex Vertices" 7 300 571.12 113.05 684.16
"randsimple-2250-3" 2250 "Convex Vertices" 6 304 562.25 97.59 659.84
"randsimple-2250-15" 2250 "Convex Vertices" 10 309 571.54 167.17 738.72
"randsimple-2250-25" 2250 "Convex Vertices" 10 305 570.5 159.8 730.3
"randsimple-2250-10" 2250 "Convex Vertices" 8 307 582.86 132.77 715.63
"randsimple-2250-27" 2250 "Convex Vertices" 10 310 582.04 164.99 747.03
"randsimple-2250-23" 2250 "Convex Vertices" 10 304 578.28 161.77 740.05
"randsimple-2250-18" 2250 "Convex Vertices" 9 313 572.52 149.78 722.31
"randsimple-2250-5" 2250 "Convex Vertices" 8 317 568.16 135.86 704.02
"randsimple-2250-6" 2250 "Convex Vertices" 8 306 577.75 134.3 712.05
"randsimple-2250-4" 2250 "Convex Vertices" 11 319 577.79 189.21 767
"randsimple-2250-11" 2250 "Convex Vertices" 9 312 573.04 150.51 723.55
"randsimple-2250-2" 2250 "Convex Vertices" 10 312 580.45 167.07 747.52
"randsimple-2250-30" 2250 "Convex Vertices" 9 310 580.68 152.4 733.09
"randsimple-2250-28" 2250 "Convex Vertices" 8 312 574.83 133.14 707.97
"randsimple-2250-8" 2250 "Convex Vertices" 10 307 577.1 159.14 736.24
"randsimple-2250-13" 2250 "Convex Vertices" 7 308 572 116.68 688.68
"randsimple-2250-16" 2250 "Convex Vertices" 9 311 570.62 162.66 733.27
"randsimple-2250-26" 2250 "Shadow AVPs" 1 317 771.39 17.85 789.24
"randsimple-2250-30" 2250 "Shadow AVPs" 1 310 858.88 17.95 876.83
"randsimple-2250-15" 2250 "Shadow AVPs" 1 309 624.12 17.36 641.48
"randsimple-2250-22" 2250 "Shadow AVPs" 1 312 626.33 18.39 644.72
"randsimple-2250-25" 2250 "Shadow AVPs" 1 305 759.9 16.67 776.58
"randsimple-2250-12" 2250 "Shadow AVPs" 1 300 624.23 16.83 641.06
"randsimple-2250-21" 2250 "Shadow AVPs" 1 313 621.67 17.79 639.46
"randsimple-2250-19" 2250 "Shadow AVPs" 1 305 627.78 17.53 645.31
"randsimple-2250-20" 2250 "Shadow AVPs" 1 304 628.86 16.97 645.82
"randsimple-2250-10" 2250 "Shadow AVPs" 1 307 628.43 17.57 646
"randsimple-2250-6" 2250 "Shadow AVPs" 1 306 707.13 17.62 724.75
"randsimple-2250-13" 2250 "Shadow AVPs" 1 308 626.06 18.22 644.28
"randsimple-2250-11" 2250 "Shadow AVPs" 1 312 630.44 18.09 648.53
"randsimple-2250-29" 2250 "Shadow AVPs" 1 309 721.65 26.63 748.28
"randsimple-2250-1" 2250 "Shadow AVPs" 1 307 620.96 17.4 638.35
"randsimple-2250-14" 2250 "Shadow AVPs" 1 301 628.83 16.71 645.53
"randsimple-2250-24" 2250 "Shadow AVPs" 1 301 710.02 16.88 726.9
"randsimple-2250-4" 2250 "Shadow AVPs" 1 319 741.98 17.67 759.65
"randsimple-2250-9" 2250 "Shadow AVPs" 1 312 746.74 18.75 765.49
"randsimple-2250-8" 2250 "Shadow AVPs" 1 307 819.91 16.88 836.79
"randsimple-2250-16" 2250 "Shadow AVPs" 1 311 639.5 18.63 658.14
"randsimple-2250-17" 2250 "Shadow AVPs" 1 307 624.3 18.27 642.57
"randsimple-2250-27" 2250 "Shadow AVPs" 1 310 821.53 28.05 849.59
"randsimple-2250-3" 2250 "Shadow AVPs" 1 304 743.19 17.46 760.65
"randsimple-2250-23" 2250 "Shadow AVPs" 1 304 632.16 16.74 648.91
"randsimple-2250-28" 2250 "Shadow AVPs" 1 312 971.81 17.05 988.86
"randsimple-2250-5" 2250 "Shadow AVPs" 1 317 659.33 27.58 686.91
"randsimple-2250-7" 2250 "Shadow AVPs" 1 301 664.99 26.83 691.82
"randsimple-2250-18" 2250 "Shadow AVPs" 1 313 631.44 17.5 648.94
"randsimple-2250-2" 2250 "Shadow AVPs" 1 312 973 17.2 990.2
"randsimple-2250-5" 2250 "Single Vertex" 42 317 564.37 383.41 947.78
"randsimple-2250-17" 2250 "Single Vertex" 59 307 610.14 476.13 1086.28
"randsimple-2250-23" 2250 "Single Vertex" 52 304 573.8 410.26 984.06
"randsimple-2250-19" 2250 "Single Vertex" 47 305 580.78 412.95 993.73
"randsimple-2250-21" 2250 "Single Vertex" 40 313 595.24 320.89 916.13
"randsimple-2250-8" 2250 "Single Vertex" 43 307 572.9 252.86 825.76
"randsimple-2250-16" 2250 "Single Vertex" 68 311 599.47 555.56 1155.02
"randsimple-2250-25" 2250 "Single Vertex" 42 305 567.24 316.69 883.93
"randsimple-2250-3" 2250 "Single Vertex" 66 304 559.29 499.76 1059.05
"randsimple-2250-2" 2250 "Single Vertex" 57 312 567.5 490.14 1057.64
"randsimple-2250-22" 2250 "Single Vertex" 51 312 571.06 450.95 1022.02
"randsimple-2250-24" 2250 "Single Vertex" 48 301 566.73 396.75 963.48
"randsimple-2250-4" 2250 "Single Vertex" 66 319 574.65 544.84 1119.49
"randsimple-2250-11" 2250 "Single Vertex" 51 312 585.23 290.62 875.86
"randsimple-2250-7" 2250 "Single Vertex" 51 301 573.49 414.77 988.26
"randsimple-2250-27" 2250 "Single Vertex" 43 310 566.11 318.36 884.48
"randsimple-2250-13" 2250 "Single Vertex" 40 308 573.49 262.87 836.36
"randsimple-2250-14" 2250 "Single Vertex" 72 301 604.56 559.3 1163.86
"randsimple-2250-29" 2250 "Single Vertex" 50 309 569.34 373.45 942.78
"randsimple-2250-6" 2250 "Single Vertex" 48 306 581.5 356.52 938.03
"randsimple-2250-28" 2250 "Single Vertex" 57 312 577.44 356.79 934.23
"randsimple-2250-12" 2250 "Single Vertex" 54 300 567.49 347.83 915.32
"randsimple-2250-20" 2250 "Single Vertex" 62 304 611.13 446.49 1057.62
"randsimple-2250-30" 2250 "Single Vertex" 31 310 567.86 269.02 836.88
"randsimple-2250-18" 2250 "Single Vertex" 65 313 605.25 446.05 1051.29
"randsimple-2250-10" 2250 "Single Vertex" 65 307 587.29 506.58 1093.86
"randsimple-2250-9" 2250 "Single Vertex" 65 312 572.38 403.42 975.8
"randsimple-2250-26" 2250 "Single Vertex" 57 317 568.36 481.44 1049.8
"randsimple-2250-15" 2250 "Single Vertex" 55 309 582.45 422.58 1005.03
"randsimple-2250-1" 2250 "Single Vertex" 51 307 595.87 455.3 1051.17
"randsimple-2500-3" 2500 "All Vertices" 9 334 673.69 179.79 853.48
"randsimple-2500-17" 2500 "All Vertices" 9 343 670.92 189.08 860
"randsimple-2500-26" 2500 "All Vertices" 8 338 671.73 164.72 836.46
"randsimple-2500-16" 2500 "All Vertices" 7 344 671.24 154.63 825.86
"randsimple-2500-14" 2500 "All Vertices" 11 344 683.34 237.27 920.61
"randsimple-2500-13" 2500 "All Vertices" 7 339 667.25 143.46 810.7
"randsimple-2500-24" 2500 "All Vertices" 8 345 676.98 171.05 848.03
"randsimple-2500-20" 2500 "All Vertices" 6 335 1218.12 227.84 1445.96
"randsimple-2500-23" 2500 "All Vertices" 7 341 673.45 145.97 819.42
"randsimple-2500-12" 2500 "All Vertices" 6 346 667.71 134.65 802.36
"randsimple-2500-25" 2500 "All Vertices" 9 351 674.59 198.95 873.54
"randsimple-2500-28" 2500 "All Vertices" 6 337 671.58 123.13 794.71
"randsimple-2500-21" 2500 "All Vertices" 7 349 1256.02 266.58 1522.6
"randsimple-2500-30" 2500 "All Vertices" 9 334 671.94 185.7 857.65
"randsimple-2500-29" 2500 "All Vertices" 6 340 681.31 121.79 803.1
"randsimple-2500-7" 2500 "All Vertices" 11 343 673.19 227.83 901.02
"randsimple-2500-18" 2500 "All Vertices" 8 352 668.39 171.62 840.01
"randsimple-2500-15" 2500 "All Vertices" 9 346 674.57 188.72 863.29
"randsimple-2500-1" 2500 "All Vertices" 10 338 1257.63 282.62 1540.25
"randsimple-2500-22" 2500 "All Vertices" 12 342 805.01 249.68 1054.69
"randsimple-2500-19" 2500 "All Vertices" 8 355 682.09 285.56 967.65
"randsimple-2500-5" 2500 "All Vertices" 6 342 670.3 127.4 797.7
"randsimple-2500-6" 2500 "All Vertices" 9 353 673.97 198.22 872.2
"randsimple-2500-8" 2500 "All Vertices" 7 348 675.85 152.47 828.32
"randsimple-2500-10" 2500 "All Vertices" 7 330 682.09 134.34 816.43
"randsimple-2500-4" 2500 "All Vertices" 8 349 675.89 173.6 849.49
"randsimple-2500-27" 2500 "All Vertices" 7 330 678.12 145.8 823.92
"randsimple-2500-9" 2500 "All Vertices" 9 330 671.52 180.92 852.44
"randsimple-2500-11" 2500 "All Vertices" 8 341 676.43 163.83 840.27
"randsimple-2500-2" 2500 "All Vertices" 8 345 674.27 166.42 840.69
"randsimple-2500-20" 2500 "Convex Vertices" 9 335 677.41 180.74 858.15
"randsimple-2500-16" 2500 "Convex Vertices" 9 344 673.93 195.32 869.25
"randsimple-2500-6" 2500 "Convex Vertices" 7 353 667.43 149.67 817.09
"randsimple-2500-10" 2500 "Convex Vertices" 9 330 667.9 169.88 837.78
"randsimple-2500-17" 2500 "Convex Vertices" 10 343 663.94 206.73 870.67
"randsimple-2500-7" 2500 "Convex Vertices" 7 343 667.24 142.04 809.28
"randsimple-2500-4" 2500 "Convex Vertices" 11 349 669.81 232.92 902.73
"randsimple-2500-13" 2500 "Convex Vertices" 8 339 662.91 160.83 823.74
"randsimple-2500-15" 2500 "Convex Vertices" 12 346 669.56 248.65 918.21
"randsimple-2500-24" 2500 "Convex Vertices" 6 345 667.74 123.89 791.63
"randsimple-2500-1" 2500 "Convex Vertices" 9 338 666.18 185.32 851.5
"randsimple-2500-23" 2500 "Convex Vertices" 8 341 667.02 162.83 829.85
"randsimple-2500-9" 2500 "Convex Vertices" 9 330 666.15 178.36 844.51
"randsimple-2500-26" 2500 "Convex Vertices" 9 338 665.61 182.91 848.52
"randsimple-2500-25" 2500 "Convex Vertices" 10 351 669.72 219.6 889.32
"randsimple-2500-18" 2500 "Convex Vertices" 8 352 663.99 181.43 845.42
"randsimple-2500-12" 2500 "Convex Vertices" 7 346 662.16 153.84 816
"randsimple-2500-22" 2500 "Convex Vertices" 11 342 669.48 223.12 892.6
"randsimple-2500-14" 2500 "Convex Vertices" 7 344 679.17 146.75 825.92
"randsimple-2500-28" 2500 "Convex Vertices" 7 337 678.05 142.97 821.01
"randsimple-2500-30" 2500 "Convex Vertices" 7 334 666.42 140.02 806.44
"randsimple-2500-3" 2500 "Convex Vertices" 9 334 676.26 176.4 852.67
"randsimple-2500-2" 2500 "Convex Vertices" 7 345 669.69 143.01 812.7
"randsimple-2500-21" 2500 "Convex Vertices" 8 349 658.69 169.48 828.16
"randsimple-2500-27" 2500 "Convex Vertices" 7 330 671.11 143.27 814.38
"randsimple-2500-5" 2500 "Convex Vertices" 8 342 663.05 166.58 829.63
"randsimple-2500-11" 2500 "Convex Vertices" 7 341 675.17 141.68 816.85
"randsimple-2500-8" 2500 "Convex Vertices" 8 348 669.43 172.8 842.23
"randsimple-2500-29" 2500 "Convex Vertices" 6 340 674.31 119.66 793.97
"randsimple-2500-19" 2500 "Convex Vertices" 10 355 734.14 216.38 950.52
"randsimple-2500-1" 2500 "Shadow AVPs" 1 338 732.05 21.33 753.38
"randsimple-2500-12" 2500 "Shadow AVPs" 1 346 746.7 23.36 770.06
"randsimple-2500-2" 2500 "Shadow AVPs" 1 345 731.1 21.74 752.84
"randsimple-2500-3" 2500 "Shadow AVPs" 1 334 732.48 20.72 753.2
"randsimple-2500-6" 2500 "Shadow AVPs" 1 353 731.83 22.7 754.52
"randsimple-2500-24" 2500 "Shadow AVPs" 1 345 731.73 22.15 753.88
"randsimple-2500-20" 2500 "Shadow AVPs" 1 335 737.27 21.08 758.35
"randsimple-2500-17" 2500 "Shadow AVPs" 1 343 732.01 21.44 753.45
"randsimple-2500-16" 2500 "Shadow AVPs" 1 344 731.68 22.8 754.48
"randsimple-2500-11" 2500 "Shadow AVPs" 1 341 730.6 20.94 751.54
"randsimple-2500-28" 2500 "Shadow AVPs" 1 337 730.41 21.38 751.79
"randsimple-2500-30" 2500 "Shadow AVPs" 1 334 731.71 20.94 752.66
"randsimple-2500-5" 2500 "Shadow AVPs" 1 342 729.03 21.69 750.72
"randsimple-2500-25" 2500 "Shadow AVPs" 1 351 730.15 22.34 752.5
"randsimple-2500-27" 2500 "Shadow AVPs" 1 330 747.33 21.75 769.08
"randsimple-2500-14" 2500 "Shadow AVPs" 1 344 735.3 22.37 757.67
"randsimple-2500-4" 2500 "Shadow AVPs" 1 349 744.75 22.35 767.09
"randsimple-2500-18" 2500 "Shadow AVPs" 1 352 723.31 21.89 745.2
"randsimple-2500-8" 2500 "Shadow AVPs" 1 348 736.54 22.74 759.28
"randsimple-2500-22" 2500 "Shadow AVPs" 1 342 732.71 20.96 753.68
"randsimple-2500-23" 2500 "Shadow AVPs" 1 341 732.06 21.6 753.66
"randsimple-2500-26" 2500 "Shadow AVPs" 1 338 734.4 21.36 755.76
"randsimple-2500-7" 2500 "Shadow AVPs" 1 343 742.43 21.47 763.9
"randsimple-2500-29" 2500 "Shadow AVPs" 1 340 736.83 20.8 757.63
"randsimple-2500-19" 2500 "Shadow AVPs" 1 355 731.58 23.02 754.6
"randsimple-2500-10" 2500 "Shadow AVPs" 1 330 733.04 19.85 752.89
"randsimple-2500-21" 2500 "Shadow AVPs" 1 349 720.97 21.7 742.67
"randsimple-2500-9" 2500 "Shadow AVPs" 1 330 728.13 20.45 748.58
"randsimple-2500-13" 2500 "Shadow AVPs" 1 339 724.77 21.05 745.82
"randsimple-2500-15" 2500 "Shadow AVPs" 1 346 731.25 21.67 752.91
"randsimple-2500-23" 2500 "Single Vertex" 54 341 670.54 398.67 1069.21
"randsimple-2500-26" 2500 "Single Vertex" 52 338 662.17 428.07 1090.24
"randsimple-2500-10" 2500 "Single Vertex" 79 330 665.64 584.69 1250.33
"randsimple-2500-13" 2500 "Single Vertex" 37 339 659.19 358.51 1017.7
"randsimple-2500-4" 2500 "Single Vertex" 52 349 665.75 500.15 1165.9
"randsimple-2500-21" 2500 "Single Vertex" 72 349 654.3 542.41 1196.71
"randsimple-2500-24" 2500 "Single Vertex" 55 345 661.45 700 1361.45
"randsimple-2500-1" 2500 "Single Vertex" 60 338 669.3 511 1180.3
"randsimple-2500-11" 2500 "Single Vertex" 52 341 668.91 585.13 1254.03
"randsimple-2500-2" 2500 "Single Vertex" 54 345 664.15 493.37 1157.52
"randsimple-2500-14" 2500 "Single Vertex" 49 344 668.33 431.27 1099.6
"randsimple-2500-6" 2500 "Single Vertex" 60 353 664.42 563.29 1227.71
"randsimple-2500-7" 2500 "Single Vertex" 47 343 663.51 461.44 1124.95
"randsimple-2500-3" 2500 "Single Vertex" 57 334 714.69 487.01 1201.7
"randsimple-2500-18" 2500 "Single Vertex" 47 352 658.59 425.58 1084.16
"randsimple-2500-8" 2500 "Single Vertex" 45 348 676.36 387.53 1063.89
"randsimple-2500-20" 2500 "Single Vertex" 46 335 672.27 426.38 1098.65
"randsimple-2500-25" 2500 "Single Vertex" 42 351 664.33 320.98 985.31
"randsimple-2500-16" 2500 "Single Vertex" 73 344 660.11 623 1283.11
"randsimple-2500-27" 2500 "Single Vertex" 57 330 667.35 591.23 1258.57
"randsimple-2500-30" 2500 "Single Vertex" 45 334 664.53 345.09 1009.62
"randsimple-2500-29" 2500 "Single Vertex" 53 340 670.45 590.75 1261.2
"randsimple-2500-19" 2500 "Single Vertex" 65 355 662.24 473.09 1135.33
"randsimple-2500-28" 2500 "Single Vertex" 51 337 660.17 411.06 1071.23
"randsimple-2500-12" 2500 "Single Vertex" 71 346 657.73 582.65 1240.38
"randsimple-2500-17" 2500 "Single Vertex" 57 343 660.83 481.98 1142.81
"randsimple-2500-15" 2500 "Single Vertex" 48 346 666.56 482.18 1148.74
"randsimple-2500-9" 2500 "Single Vertex" 46 330 662.03 468.19 1130.22
"randsimple-2500-5" 2500 "Single Vertex" 66 342 659.44 482.33 1141.76
"randsimple-2500-22" 2500 "Single Vertex" 65 342 664.85 573.96 1238.81
