"instance" "vertices" "strategy" "iterations" "guards" "preProcTime(s)" "procTime(s)" "totalTime(s)"
"randsimple-600-4" 600 "All Vertices" 7 85 39.87 7.87 47.74
"randsimple-600-25" 600 "All Vertices" 6 85 38.84 6.84 45.68
"randsimple-600-18" 600 "All Vertices" 6 90 39.87 7.62 47.5
"randsimple-600-3" 600 "All Vertices" 5 85 41.01 5.67 46.69
"randsimple-600-20" 600 "All Vertices" 5 85 39.33 5.71 45.04
"randsimple-600-28" 600 "All Vertices" 7 82 40.03 8.42 48.44
"randsimple-600-16" 600 "All Vertices" 7 82 40.02 8.38 48.41
"randsimple-600-11" 600 "All Vertices" 4 83 39.59 4.47 44.06
"randsimple-600-26" 600 "All Vertices" 9 87 39.78 10.84 50.62
"randsimple-600-10" 600 "All Vertices" 4 84 39.53 4.24 43.77
"randsimple-600-17" 600 "All Vertices" 6 84 40.15 7.74 47.9
"randsimple-600-15" 600 "All Vertices" 5 88 40.09 5.91 46
"randsimple-600-27" 600 "All Vertices" 5 87 39.51 5.91 45.42
"randsimple-600-2" 600 "All Vertices" 10 84 39.74 11.7 51.44
"randsimple-600-13" 600 "All Vertices" 4 82 39.92 4.52 44.43
"randsimple-600-9" 600 "All Vertices" 5 81 38.95 5.69 44.64
"randsimple-600-23" 600 "All Vertices" 4 80 40.01 4.25 44.27
"randsimple-600-29" 600 "All Vertices" 4 81 39.43 4.55 43.98
"randsimple-600-14" 600 "All Vertices" 6 85 40.14 6.68 46.82
"randsimple-600-7" 600 "All Vertices" 5 80 40.36 5.85 46.21
"randsimple-600-6" 600 "All Vertices" 9 79 39.89 10 49.89
"randsimple-600-5" 600 "All Vertices" 7 82 40.02 8.54 48.56
"randsimple-600-1" 600 "All Vertices" 7 84 39.36 7.99 47.35
"randsimple-600-30" 600 "All Vertices" 6 86 38.83 7.23 46.06
"randsimple-600-22" 600 "All Vertices" 5 79 39.33 5.62 44.95
"randsimple-600-12" 600 "All Vertices" 6 84 39.53 7.02 46.55
"randsimple-600-19" 600 "All Vertices" 5 80 40.15 5.75 45.9
"randsimple-600-8" 600 "All Vertices" 8 86 39.37 9.24 48.6
"randsimple-600-24" 600 "All Vertices" 8 85 39.51 10.4 49.91
"randsimple-600-8" 600 "Convex Vertices" 6 86 39.22 6.78 46
"randsimple-600-25" 600 "Convex Vertices" 5 85 38.62 5.44 44.06
"randsimple-600-15" 600 "Convex Vertices" 6 88 39.78 6.9 46.68
"randsimple-600-14" 600 "Convex Vertices" 8 85 39.72 8.6 48.33
"randsimple-600-10" 600 "Convex Vertices" 5 84 39.35 5.25 44.6
"randsimple-600-30" 600 "Convex Vertices" 7 86 38.63 8.29 46.93
"randsimple-600-3" 600 "Convex Vertices" 10 85 39.57 11.22 50.79
"randsimple-600-26" 600 "Convex Vertices" 8 87 39.56 9.48 49.05
"randsimple-600-28" 600 "Convex Vertices" 7 82 39.72 8.01 47.73
"randsimple-600-2" 600 "Convex Vertices" 7 84 39.47 7.91 47.38
"randsimple-600-17" 600 "Convex Vertices" 5 84 39.95 6.25 46.2
"randsimple-600-29" 600 "Convex Vertices" 6 81 39.67 6.89 46.55
"randsimple-600-6" 600 "Convex Vertices" 8 79 39.33 8.63 47.96
"randsimple-600-21" 600 "Convex Vertices" 6 78 38.89 6.08 44.96
"randsimple-600-23" 600 "Convex Vertices" 5 80 39.15 5.17 44.32
"randsimple-600-12" 600 "Convex Vertices" 7 84 39.15 8.23 47.38
"randsimple-600-27" 600 "Convex Vertices" 6 87 39.23 6.86 46.09
"randsimple-600-16" 600 "Convex Vertices" 7 82 39.67 8.18 47.86
"randsimple-600-19" 600 "Convex Vertices" 5 80 39.19 5.62 44.81
"randsimple-600-11" 600 "Convex Vertices" 6 83 39.23 6.41 45.64
"randsimple-600-4" 600 "Convex Vertices" 8 85 39.43 9.05 48.49
"randsimple-600-22" 600 "Convex Vertices" 5 79 39.01 5.46 44.47
"randsimple-600-9" 600 "Convex Vertices" 6 81 38.41 6.52 44.94
"randsimple-600-1" 600 "Convex Vertices" 6 84 38.97 6.65 45.62
"randsimple-600-20" 600 "Convex Vertices" 7 85 39.01 7.95 46.96
"randsimple-600-13" 600 "Convex Vertices" 6 82 39.38 6.59 45.97
"randsimple-600-5" 600 "Convex Vertices" 6 82 39.78 7.02 46.8
"randsimple-600-18" 600 "Convex Vertices" 6 90 39.58 7.43 47.01
"randsimple-600-24" 600 "Convex Vertices" 8 85 39.3 9.88 49.18
"randsimple-600-7" 600 "Convex Vertices" 5 80 39.76 5.64 45.4
"randsimple-600-21" 600 "Shadow AVPs" 1 78 45.93 1.12 47.05
"randsimple-600-14" 600 "Shadow AVPs" 1 85 46.44 1.18 47.62
"randsimple-600-23" 600 "Shadow AVPs" 1 80 46.41 1.17 47.58
"randsimple-600-26" 600 "Shadow AVPs" 1 87 46.55 1.3 47.85
"randsimple-600-16" 600 "Shadow AVPs" 1 82 47.52 1.3 48.81
"randsimple-600-13" 600 "Shadow AVPs" 1 82 46.07 1.17 47.24
"randsimple-600-2" 600 "Shadow AVPs" 1 84 46.24 1.18 47.42
"randsimple-600-4" 600 "Shadow AVPs" 1 85 46.1 1.22 47.33
"randsimple-600-18" 600 "Shadow AVPs" 1 90 46.17 1.32 47.5
"randsimple-600-25" 600 "Shadow AVPs" 1 85 46.75 1.22 47.97
"randsimple-600-29" 600 "Shadow AVPs" 1 81 45.73 1.12 46.86
"randsimple-600-28" 600 "Shadow AVPs" 1 82 46.81 1.26 48.08
"randsimple-600-19" 600 "Shadow AVPs" 1 80 46.37 1.25 47.62
"randsimple-600-24" 600 "Shadow AVPs" 1 85 46.25 1.38 47.64
"randsimple-600-12" 600 "Shadow AVPs" 1 84 45.87 1.27 47.14
"randsimple-600-3" 600 "Shadow AVPs" 1 85 46.35 1.22 47.57
"randsimple-600-6" 600 "Shadow AVPs" 1 79 46.71 1.19 47.9
"randsimple-600-7" 600 "Shadow AVPs" 1 80 47.73 1.22 48.94
"randsimple-600-15" 600 "Shadow AVPs" 1 88 46.85 1.3 48.16
"randsimple-600-20" 600 "Shadow AVPs" 1 85 46.65 1.3 47.94
"randsimple-600-27" 600 "Shadow AVPs" 1 87 46.22 1.3 47.52
"randsimple-600-10" 600 "Shadow AVPs" 1 84 45.11 1.07 46.19
"randsimple-600-1" 600 "Shadow AVPs" 1 84 46.51 1.17 47.68
"randsimple-600-8" 600 "Shadow AVPs" 1 86 45.5 1.23 46.73
"randsimple-600-11" 600 "Shadow AVPs" 1 83 45.78 1.22 47
"randsimple-600-30" 600 "Shadow AVPs" 1 86 46.07 1.32 47.4
"randsimple-600-22" 600 "Shadow AVPs" 1 79 45.93 1.19 47.12
"randsimple-600-17" 600 "Shadow AVPs" 1 84 48.25 1.39 49.64
"randsimple-600-5" 600 "Shadow AVPs" 1 82 47.27 1.32 48.58
"randsimple-600-9" 600 "Shadow AVPs" 1 81 44.82 1.17 45.99
"randsimple-600-20" 600 "Single Vertex" 24 85 38.73 12.61 51.35
"randsimple-600-9" 600 "Single Vertex" 30 81 38.21 16.93 55.14
"randsimple-600-24" 600 "Single Vertex" 33 85 39.42 20.63 60.05
"randsimple-600-22" 600 "Single Vertex" 29 79 38.83 14.27 53.1
"randsimple-600-8" 600 "Single Vertex" 29 86 38.82 14.68 53.5
"randsimple-600-16" 600 "Single Vertex" 19 82 39.33 13.4 52.73
"randsimple-600-19" 600 "Single Vertex" 37 80 38.79 17.36 56.15
"randsimple-600-7" 600 "Single Vertex" 27 80 39.37 14.47 53.84
"randsimple-600-23" 600 "Single Vertex" 31 80 38.59 14.7 53.28
"randsimple-600-27" 600 "Single Vertex" 27 87 38.99 18.23 57.22
"randsimple-600-1" 600 "Single Vertex" 34 84 38.75 17.39 56.14
"randsimple-600-11" 600 "Single Vertex" 27 83 39.32 12.5 51.83
"randsimple-600-21" 600 "Single Vertex" 29 78 38.61 16.4 55.01
"randsimple-600-2" 600 "Single Vertex" 23 84 39.19 13.99 53.18
"randsimple-600-30" 600 "Single Vertex" 35 86 38.37 21.89 60.26
"randsimple-600-26" 600 "Single Vertex" 35 87 39.19 23.19 62.38
"randsimple-600-25" 600 "Single Vertex" 22 85 38.26 11.58 49.84
"randsimple-600-6" 600 "Single Vertex" 39 79 38.88 21.87 60.75
"randsimple-600-29" 600 "Single Vertex" 27 81 38.69 19.43 58.12
"randsimple-600-3" 600 "Single Vertex" 24 85 39.29 11.04 50.34
"randsimple-600-12" 600 "Single Vertex" 30 84 38.83 18.36 57.19
"randsimple-600-14" 600 "Single Vertex" 21 85 39.84 12.63 52.47
"randsimple-600-28" 600 "Single Vertex" 20 82 39.41 13.12 52.52
"randsimple-600-15" 600 "Single Vertex" 18 88 39.45 12.31 51.76
"randsimple-600-10" 600 "Single Vertex" 29 84 39.52 16.5 56.02
"randsimple-600-18" 600 "Single Vertex" 19 90 39.27 12.59 51.86
"randsimple-600-17" 600 "Single Vertex" 23 84 39.5 12.44 51.94
"randsimple-600-5" 600 "Single Vertex" 26 82 39.51 12.93 52.45
"randsimple-600-13" 600 "Single Vertex" 31 82 38.99 14.48 53.47
"randsimple-600-4" 600 "Single Vertex" 29 85 39.13 14.53 53.66
"randsimple-700-4" 700 "All Vertices" 6 96 59.09 9.67 68.76
"randsimple-700-16" 700 "All Vertices" 7 103 56.18 12.28 68.46
"randsimple-700-2" 700 "All Vertices" 7 99 57.08 11.36 68.44
"randsimple-700-24" 700 "All Vertices" 6 98 55.38 11.05 66.44
"randsimple-700-18" 700 "All Vertices" 6 103 55.59 9.89 65.48
"randsimple-700-6" 700 "All Vertices" 8 100 59.97 13.93 73.9
"randsimple-700-8" 700 "All Vertices" 4 93 69.13 6.44 75.57
"randsimple-700-20" 700 "All Vertices" 9 99 55.51 13.97 69.48
"randsimple-700-15" 700 "All Vertices" 5 96 55.52 7.18 62.7
"randsimple-700-14" 700 "All Vertices" 8 103 55.11 13.18 68.29
"randsimple-700-30" 700 "All Vertices" 7 98 62.96 11.23 74.19
"randsimple-700-5" 700 "All Vertices" 5 97 56.54 7.96 64.5
"randsimple-700-29" 700 "All Vertices" 5 97 55.76 7.84 63.6
"randsimple-700-21" 700 "All Vertices" 5 97 54.66 7.92 62.58
"randsimple-700-22" 700 "All Vertices" 5 99 55.82 7.43 63.25
"randsimple-700-1" 700 "All Vertices" 7 93 55.43 10.56 65.99
"randsimple-700-12" 700 "All Vertices" 7 97 53.6 10.55 64.15
"randsimple-700-23" 700 "All Vertices" 4 90 56.6 5.78 62.37
"randsimple-700-10" 700 "All Vertices" 9 97 57.59 15.31 72.89
"randsimple-700-3" 700 "All Vertices" 5 92 57.24 7.26 64.5
"randsimple-700-13" 700 "All Vertices" 7 97 54.22 10.69 64.91
"randsimple-700-28" 700 "All Vertices" 7 103 57.64 12.08 69.72
"randsimple-700-19" 700 "All Vertices" 6 102 55.77 9.53 65.3
"randsimple-700-17" 700 "All Vertices" 6 93 53.78 8.68 62.46
"randsimple-700-11" 700 "All Vertices" 5 96 54.42 8.5 62.92
"randsimple-700-25" 700 "All Vertices" 9 105 57.06 15.68 72.74
"randsimple-700-26" 700 "All Vertices" 4 101 63.84 7.29 71.13
"randsimple-700-27" 700 "All Vertices" 6 96 57.5 9.41 66.91
"randsimple-700-7" 700 "All Vertices" 6 97 57.1 9.75 66.85
"randsimple-700-9" 700 "All Vertices" 4 95 57.98 5.6 63.58
"randsimple-700-5" 700 "Convex Vertices" 8 97 54.65 11.45 66.1
"randsimple-700-20" 700 "Convex Vertices" 11 99 53.72 16.22 69.94
"randsimple-700-19" 700 "Convex Vertices" 6 102 52.71 8.97 61.68
"randsimple-700-16" 700 "Convex Vertices" 6 103 54.4 9.81 64.21
"randsimple-700-25" 700 "Convex Vertices" 13 105 54.12 20.86 74.97
"randsimple-700-30" 700 "Convex Vertices" 5 98 53.62 7.16 60.79
"randsimple-700-23" 700 "Convex Vertices" 5 90 54.81 7.2 62.01
"randsimple-700-22" 700 "Convex Vertices" 6 99 53.36 8.52 61.88
"randsimple-700-11" 700 "Convex Vertices" 8 96 53.59 12.43 66.02
"randsimple-700-12" 700 "Convex Vertices" 11 97 52.56 16.09 68.64
"randsimple-700-13" 700 "Convex Vertices" 6 97 54.42 9.06 63.49
"randsimple-700-21" 700 "Convex Vertices" 5 97 53.44 7.78 61.22
"randsimple-700-27" 700 "Convex Vertices" 7 96 54.26 10.41 64.67
"randsimple-700-29" 700 "Convex Vertices" 8 97 54.03 11.59 65.62
"randsimple-700-4" 700 "Convex Vertices" 6 96 54.48 9.15 63.63
"randsimple-700-24" 700 "Convex Vertices" 5 98 53.83 7.58 61.41
"randsimple-700-2" 700 "Convex Vertices" 11 99 53.84 16.85 70.69
"randsimple-700-17" 700 "Convex Vertices" 7 93 53.18 9.8 62.98
"randsimple-700-7" 700 "Convex Vertices" 6 97 53.98 8.66 62.64
"randsimple-700-1" 700 "Convex Vertices" 6 93 53.72 8.43 62.15
"randsimple-700-3" 700 "Convex Vertices" 9 92 53.97 12.64 66.61
"randsimple-700-28" 700 "Convex Vertices" 10 103 53.78 15.76 69.54
"randsimple-700-10" 700 "Convex Vertices" 8 97 54.69 12.6 67.3
"randsimple-700-9" 700 "Convex Vertices" 5 95 53.56 6.76 60.32
"randsimple-700-18" 700 "Convex Vertices" 6 103 54.02 9.66 63.68
"randsimple-700-26" 700 "Convex Vertices" 5 101 53.96 8.02 61.98
"randsimple-700-6" 700 "Convex Vertices" 7 100 54.41 10.8 65.2
"randsimple-700-15" 700 "Convex Vertices" 6 96 54.12 8.49 62.61
"randsimple-700-14" 700 "Convex Vertices" 5 103 53.57 8.07 61.64
"randsimple-700-8" 700 "Convex Vertices" 6 93 54.95 8.77 63.72
"randsimple-700-4" 700 "Shadow AVPs" 1 96 63.18 1.69 64.86
"randsimple-700-26" 700 "Shadow AVPs" 1 101 62.19 1.75 63.94
"randsimple-700-29" 700 "Shadow AVPs" 1 97 61.82 1.6 63.42
"randsimple-700-27" 700 "Shadow AVPs" 1 96 62.05 1.66 63.71
"randsimple-700-25" 700 "Shadow AVPs" 1 105 62.29 1.66 63.96
"randsimple-700-2" 700 "Shadow AVPs" 1 99 62 1.64 63.65
"randsimple-700-11" 700 "Shadow AVPs" 1 96 62.86 1.74 64.6
"randsimple-700-20" 700 "Shadow AVPs" 1 99 60.59 1.58 62.17
"randsimple-700-21" 700 "Shadow AVPs" 1 97 62.42 1.71 64.13
"randsimple-700-6" 700 "Shadow AVPs" 1 100 62.61 1.73 64.34
"randsimple-700-15" 700 "Shadow AVPs" 1 96 62.36 1.57 63.93
"randsimple-700-22" 700 "Shadow AVPs" 1 99 61.08 1.5 62.58
"randsimple-700-14" 700 "Shadow AVPs" 1 103 63.26 1.73 64.99
"randsimple-700-8" 700 "Shadow AVPs" 1 93 64.72 1.57 66.29
"randsimple-700-19" 700 "Shadow AVPs" 1 102 59.93 1.6 61.53
"randsimple-700-16" 700 "Shadow AVPs" 1 103 63.51 1.86 65.37
"randsimple-700-3" 700 "Shadow AVPs" 1 92 63.33 1.61 64.94
"randsimple-700-5" 700 "Shadow AVPs" 1 97 62.4 1.61 64.01
"randsimple-700-24" 700 "Shadow AVPs" 1 98 63.43 1.78 65.21
"randsimple-700-23" 700 "Shadow AVPs" 1 90 65.53 1.59 67.12
"randsimple-700-17" 700 "Shadow AVPs" 1 93 61.92 1.45 63.37
"randsimple-700-9" 700 "Shadow AVPs" 1 95 61.16 1.47 62.63
"randsimple-700-10" 700 "Shadow AVPs" 1 97 64.22 1.78 66
"randsimple-700-30" 700 "Shadow AVPs" 1 98 62.09 1.54 63.63
"randsimple-700-7" 700 "Shadow AVPs" 1 97 63.58 1.58 65.16
"randsimple-700-18" 700 "Shadow AVPs" 1 103 62.21 1.84 64.04
"randsimple-700-1" 700 "Shadow AVPs" 1 93 62.78 1.49 64.27
"randsimple-700-12" 700 "Shadow AVPs" 1 97 60.36 1.58 61.95
"randsimple-700-28" 700 "Shadow AVPs" 1 103 61.36 1.71 63.07
"randsimple-700-13" 700 "Shadow AVPs" 1 97 62.37 1.67 64.04
"randsimple-700-22" 700 "Single Vertex" 31 99 62.78 27.62 90.39
"randsimple-700-19" 700 "Single Vertex" 25 102 58.32 28.84 87.17
"randsimple-700-12" 700 "Single Vertex" 30 97 54.56 28.71 83.27
"randsimple-700-20" 700 "Single Vertex" 28 99 82.3 34.9 117.2
"randsimple-700-21" 700 "Single Vertex" 25 97 92.55 28.29 120.84
"randsimple-700-24" 700 "Single Vertex" 33 98 58.76 23.62 82.39
"randsimple-700-15" 700 "Single Vertex" 30 96 57.14 19.08 76.22
"randsimple-700-23" 700 "Single Vertex" 25 90 61.89 22.54 84.43
"randsimple-700-30" 700 "Single Vertex" 30 98 57.36 23.69 81.05
"randsimple-700-16" 700 "Single Vertex" 23 103 54.73 22.78 77.51
"randsimple-700-11" 700 "Single Vertex" 28 96 54.41 25.54 79.95
"randsimple-700-10" 700 "Single Vertex" 25 97 62.4 22.29 84.69
"randsimple-700-8" 700 "Single Vertex" 32 93 57.4 28.28 85.68
"randsimple-700-5" 700 "Single Vertex" 23 97 56.74 15.63 72.37
"randsimple-700-27" 700 "Single Vertex" 32 96 57.47 15.88 73.35
"randsimple-700-26" 700 "Single Vertex" 33 101 53.81 26.65 80.46
"randsimple-700-2" 700 "Single Vertex" 37 99 58.25 24.17 82.42
"randsimple-700-29" 700 "Single Vertex" 28 97 61.24 21.16 82.41
"randsimple-700-6" 700 "Single Vertex" 31 100 56.46 22.39 78.85
"randsimple-700-17" 700 "Single Vertex" 26 93 57.59 22.27 79.86
"randsimple-700-9" 700 "Single Vertex" 31 95 55.12 25.21 80.33
"randsimple-700-28" 700 "Single Vertex" 40 103 73.12 31.7 104.82
"randsimple-700-25" 700 "Single Vertex" 31 105 53.69 21.29 74.97
"randsimple-700-4" 700 "Single Vertex" 35 96 56.04 22.99 79.04
"randsimple-700-18" 700 "Single Vertex" 31 103 71.3 21.94 93.24
"randsimple-700-13" 700 "Single Vertex" 29 97 56.62 19.79 76.41
"randsimple-700-14" 700 "Single Vertex" 22 103 55.8 16.93 72.72
"randsimple-700-1" 700 "Single Vertex" 21 93 61.44 23.96 85.41
"randsimple-700-7" 700 "Single Vertex" 23 97 55.91 14.09 70
"randsimple-700-3" 700 "Single Vertex" 27 92 56.75 24.64 81.39
"randsimple-800-26" 800 "All Vertices" 8 107 69.03 15.79 84.81
"randsimple-800-5" 800 "All Vertices" 7 106 67.98 12.92 80.9
"randsimple-800-14" 800 "All Vertices" 4 105 69.62 7.45 77.07
"randsimple-800-6" 800 "All Vertices" 9 105 68.76 17.21 85.97
"randsimple-800-22" 800 "All Vertices" 6 109 68.6 11.46 80.06
"randsimple-800-27" 800 "All Vertices" 9 112 69.56 17.94 87.51
"randsimple-800-1" 800 "All Vertices" 7 119 68.75 14.62 83.37
"randsimple-800-4" 800 "All Vertices" 6 109 70.13 12.12 82.25
"randsimple-800-2" 800 "All Vertices" 7 108 69.19 12.87 82.06
"randsimple-800-16" 800 "All Vertices" 8 113 68.79 15.92 84.71
"randsimple-800-7" 800 "All Vertices" 5 115 68.65 10.58 79.23
"randsimple-800-21" 800 "All Vertices" 6 114 68.8 12.06 80.85
"randsimple-800-3" 800 "All Vertices" 7 109 68.88 12.97 81.85
"randsimple-800-9" 800 "All Vertices" 7 113 70.03 14.32 84.35
"randsimple-800-28" 800 "All Vertices" 5 104 69.63 8.89 78.52
"randsimple-800-20" 800 "All Vertices" 5 114 68.54 9.63 78.17
"randsimple-800-12" 800 "All Vertices" 7 101 68.61 12.2 80.81
"randsimple-800-18" 800 "All Vertices" 5 109 68.24 10 78.25
"randsimple-800-24" 800 "All Vertices" 6 109 69.06 11.65 80.71
"randsimple-800-23" 800 "All Vertices" 6 111 68.06 11.82 79.89
"randsimple-800-30" 800 "All Vertices" 5 113 68.19 10.38 78.57
"randsimple-800-29" 800 "All Vertices" 6 119 70.02 12.35 82.37
"randsimple-800-19" 800 "All Vertices" 5 107 68.38 9.43 77.81
"randsimple-800-8" 800 "All Vertices" 6 115 69.07 12.53 81.6
"randsimple-800-13" 800 "All Vertices" 8 110 68.92 15.73 84.65
"randsimple-800-11" 800 "All Vertices" 7 110 70.06 13.32 83.38
"randsimple-800-15" 800 "All Vertices" 7 116 69.14 14.31 83.45
"randsimple-800-25" 800 "All Vertices" 6 113 68.32 12.02 80.34
"randsimple-800-10" 800 "All Vertices" 8 116 68.41 16.69 85.11
"randsimple-800-17" 800 "All Vertices" 7 113 67.88 13.19 81.07
"randsimple-800-24" 800 "Convex Vertices" 6 109 67.58 11.4 78.98
"randsimple-800-30" 800 "Convex Vertices" 6 113 67.74 12.16 79.91
"randsimple-800-3" 800 "Convex Vertices" 9 109 69.24 16.6 85.84
"randsimple-800-21" 800 "Convex Vertices" 12 114 68.82 24.69 93.51
"randsimple-800-29" 800 "Convex Vertices" 9 119 69.5 18.39 87.88
"randsimple-800-19" 800 "Convex Vertices" 5 107 68.02 9.06 77.09
"randsimple-800-17" 800 "Convex Vertices" 9 113 68.49 16.65 85.13
"randsimple-800-12" 800 "Convex Vertices" 8 101 69.11 13.74 82.85
"randsimple-800-1" 800 "Convex Vertices" 6 119 68.12 12.27 80.39
"randsimple-800-22" 800 "Convex Vertices" 6 109 67.88 11.11 78.99
"randsimple-800-14" 800 "Convex Vertices" 4 105 69.65 7.15 76.8
"randsimple-800-27" 800 "Convex Vertices" 8 112 69.63 16.05 85.67
"randsimple-800-10" 800 "Convex Vertices" 11 116 68.01 22.75 90.75
"randsimple-800-28" 800 "Convex Vertices" 5 104 68.04 8.63 76.67
"randsimple-800-8" 800 "Convex Vertices" 7 115 68.43 14.22 82.65
"randsimple-800-26" 800 "Convex Vertices" 6 107 68.5 11.69 80.19
"randsimple-800-13" 800 "Convex Vertices" 7 110 68.45 13.39 81.84
"randsimple-800-5" 800 "Convex Vertices" 7 106 67.59 12.42 80.01
"randsimple-800-15" 800 "Convex Vertices" 7 116 69.83 14.02 83.86
"randsimple-800-9" 800 "Convex Vertices" 7 113 69.98 13.93 83.91
"randsimple-800-6" 800 "Convex Vertices" 9 105 68.19 17.17 85.37
"randsimple-800-25" 800 "Convex Vertices" 8 113 68.57 15.65 84.21
"randsimple-800-11" 800 "Convex Vertices" 9 110 69.52 16.57 86.09
"randsimple-800-20" 800 "Convex Vertices" 6 114 68.06 11.25 79.31
"randsimple-800-4" 800 "Convex Vertices" 5 109 69.3 9.7 78.99
"randsimple-800-7" 800 "Convex Vertices" 4 115 68.03 8.18 76.21
"randsimple-800-16" 800 "Convex Vertices" 10 113 68.52 19.82 88.34
"randsimple-800-23" 800 "Convex Vertices" 7 111 67.44 13.75 81.2
"randsimple-800-2" 800 "Convex Vertices" 6 108 69.28 10.64 79.93
"randsimple-800-18" 800 "Convex Vertices" 4 109 67.9 7.71 75.61
"randsimple-800-26" 800 "Shadow AVPs" 1 107 78.44 2.04 80.47
"randsimple-800-22" 800 "Shadow AVPs" 1 109 77.56 1.96 79.51
"randsimple-800-11" 800 "Shadow AVPs" 1 110 79.22 2.04 81.26
"randsimple-800-6" 800 "Shadow AVPs" 1 105 79.13 2.03 81.16
"randsimple-800-19" 800 "Shadow AVPs" 1 107 78.83 2.01 80.85
"randsimple-800-12" 800 "Shadow AVPs" 1 101 79.18 1.74 80.93
"randsimple-800-18" 800 "Shadow AVPs" 1 109 78.3 2.12 80.41
"randsimple-800-2" 800 "Shadow AVPs" 1 108 78.11 1.83 79.94
"randsimple-800-30" 800 "Shadow AVPs" 1 113 77.63 2.1 79.73
"randsimple-800-14" 800 "Shadow AVPs" 1 105 79.39 1.86 81.25
"randsimple-800-29" 800 "Shadow AVPs" 1 119 79.56 2.25 81.81
"randsimple-800-3" 800 "Shadow AVPs" 1 109 78.69 1.92 80.61
"randsimple-800-20" 800 "Shadow AVPs" 1 114 76.04 2.02 78.06
"randsimple-800-1" 800 "Shadow AVPs" 1 119 76.97 2.18 79.14
"randsimple-800-25" 800 "Shadow AVPs" 1 113 77.85 2.1 79.95
"randsimple-800-24" 800 "Shadow AVPs" 1 109 78.08 2.08 80.16
"randsimple-800-16" 800 "Shadow AVPs" 1 113 78.23 2.15 80.38
"randsimple-800-7" 800 "Shadow AVPs" 1 115 78.1 2.3 80.4
"randsimple-800-4" 800 "Shadow AVPs" 1 109 80.31 2.08 82.39
"randsimple-800-27" 800 "Shadow AVPs" 1 112 80.55 2.18 82.73
"randsimple-800-13" 800 "Shadow AVPs" 1 110 78.7 2.21 80.91
"randsimple-800-9" 800 "Shadow AVPs" 1 113 80.27 2.14 82.41
"randsimple-800-28" 800 "Shadow AVPs" 1 104 79.77 1.8 81.57
"randsimple-800-5" 800 "Shadow AVPs" 1 106 77.74 1.89 79.63
"randsimple-800-23" 800 "Shadow AVPs" 1 111 77.77 2.13 79.9
"randsimple-800-15" 800 "Shadow AVPs" 1 116 79.32 2.26 81.58
"randsimple-800-21" 800 "Shadow AVPs" 1 114 77.91 2.15 80.07
"randsimple-800-17" 800 "Shadow AVPs" 1 113 76.74 2 78.74
"randsimple-800-8" 800 "Shadow AVPs" 1 115 78.72 2.2 80.92
"randsimple-800-10" 800 "Shadow AVPs" 1 116 77.47 2.2 79.67
"randsimple-800-10" 800 "Single Vertex" 28 116 125.04 40.47 165.51
"randsimple-800-1" 800 "Single Vertex" 28 119 67.57 25.15 92.72
"randsimple-800-27" 800 "Single Vertex" 47 112 69.55 47.61 117.16
"randsimple-800-23" 800 "Single Vertex" 33 111 66.86 28.56 95.42
"randsimple-800-18" 800 "Single Vertex" 33 109 125.1 41.71 166.82
"randsimple-800-2" 800 "Single Vertex" 41 108 67.18 38.55 105.73
"randsimple-800-19" 800 "Single Vertex" 33 107 67.38 27.39 94.77
"randsimple-800-8" 800 "Single Vertex" 30 115 67.94 31.45 99.39
"randsimple-800-21" 800 "Single Vertex" 39 114 67.88 30.9 98.79
"randsimple-800-20" 800 "Single Vertex" 28 114 67.98 22.17 90.14
"randsimple-800-3" 800 "Single Vertex" 31 109 67.75 20.86 88.61
"randsimple-800-26" 800 "Single Vertex" 33 107 67.84 30.4 98.23
"randsimple-800-16" 800 "Single Vertex" 50 113 126.13 75.98 202.11
"randsimple-800-7" 800 "Single Vertex" 34 115 67.42 31.36 98.77
"randsimple-800-12" 800 "Single Vertex" 25 101 124.93 35.55 160.48
"randsimple-800-22" 800 "Single Vertex" 25 109 67.32 22.43 89.75
"randsimple-800-30" 800 "Single Vertex" 41 113 66.98 44.22 111.21
"randsimple-800-9" 800 "Single Vertex" 27 113 68.95 25.02 93.97
"randsimple-800-6" 800 "Single Vertex" 38 105 67.74 30.24 97.97
"randsimple-800-15" 800 "Single Vertex" 36 116 126.54 81.44 207.97
"randsimple-800-4" 800 "Single Vertex" 40 109 68.43 36.67 105.1
"randsimple-800-29" 800 "Single Vertex" 38 119 68.99 52.29 121.28
"randsimple-800-28" 800 "Single Vertex" 39 104 67.34 24.56 91.91
"randsimple-800-11" 800 "Single Vertex" 32 110 127.84 73.21 201.05
"randsimple-800-24" 800 "Single Vertex" 35 109 66.83 29.58 96.41
"randsimple-800-13" 800 "Single Vertex" 39 110 126.56 74.29 200.85
"randsimple-800-14" 800 "Single Vertex" 34 105 127.62 49.8 177.42
"randsimple-800-17" 800 "Single Vertex" 32 113 123.92 61.3 185.22
"randsimple-800-25" 800 "Single Vertex" 42 113 67.13 36.08 103.21
"randsimple-800-5" 800 "Single Vertex" 38 106 66.84 33.63 100.47
"randsimple-900-4" 900 "All Vertices" 5 133 88.31 13.44 101.75
"randsimple-900-6" 900 "All Vertices" 7 130 88.6 18.87 107.47
"randsimple-900-26" 900 "All Vertices" 7 118 88.59 16.29 104.88
